1,0.25
2,0.25
3,0.8
4,0.8
5,0.8
6,0.8
7,0.8
8,0.8
9,0.8
10,0.8
11,0.8
12,0.8
13,0.8
14,0.8
15,1
16,1
17,0.8
18,0.8
19,0.25
20,0.8
21,0.25
22,0.8
23,0.8
24,1
25,1
26,1
27,0.8
28,0.8
29,1
30,0.8
31,0.8
32,1
33,0.8
34,0.8
35,0.8
36,1
37,0.8
38,0.8
39,0.8
40,0.8
41,0.8
42,0.8
43,1
44,1
45,0.8
46,0.8
47,0.8
48,0.8
49,0.8
50,0.8
51,0.8
52,0.8
53,0.8
54,0.8
55,0.8
56,0.8
57,0.8
58,0.25
59,0.25
60,0.25
61,0.25
62,1.2
63,0.25
64,0.25
65,0.25
